Reporting period,Implementing Agency,Lead Organization,Org Type,District,Sub Dstrict,Village,Admin Level 5,Sector/Cluster,Sub Sector,Status,Activity Details,Start Date,End Date,Total Beneficiaries Reached (HOUSEHOLD),Total Beneficiaries Planned (HOUSEHOLD),Primary Beneficiary Type,# of Primary Beneficiaries,Activity Description,Material Provided
07 Nov -13 Nov 2018,PMI,UNHCR,Red Cross/Red Crescent,Donggala,Sindue,LERO,,NFI/Shelter,Darurat | Emergency,Unknown,,,43404,,120,,,,
07 Nov -13 Nov 2018,PMI,PMI,Red Cross/Red Crescent,Donggala,Sindue,KAVAYA,DUSUN III,NFI/Shelter,Darurat | Emergency,Unknown,,43380,43380,,3,,,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Rumah Kepala Desa,Food Security,Livelihood,Completed,Distribution,43383,43383,,,items,11,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Bora,Rumah Kepala Desa,Food Security,Livelihood,Completed,Distribution,43383,43383,,,items,5,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Mpanau,Mpanau,Food Security,Livelihood,Completed,Distribution,43384,43384,,,items,50,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Kalukubula,Kalukubula,Food Security,Livelihood,Completed,Distribution,43385,43385,,,items,30,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Jonoge,Food Security,Livelihood,Completed,Distribution,43387,43387,,,items,220,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Rumah Kepala Desa,Health,Health,Completed,Distribution,43383,43383,,,items,22,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Bora,Rumah Kepala Desa,Health,Health,Completed,Distribution,43383,43383,,,items,10,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Sidondo I,Sidondo I,Health,Health,Completed,Distribution,43385,43385,,,items,3,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Jono Oge,Health,Health,Completed,PSP,43382,43382,,,persons,21,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Lolu,Pos 6 Desa Lolu,Health,Health,Completed,PSP,43389,43389,,,persons,100,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Lolu,Pos 6 Desa Lolu,Health,Health,Completed,PSP,43391,43391,,,persons,31,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Lolu,Lolu,Health,Health,Completed,PSP,43397,43397,,,persons,55,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Pengungsian 06,Health,Health,Completed,PSP,43395,43395,,,persons,27,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Pos 6 Jono Oge,Health,Health,Completed,PSP,43395,43395,,,persons,40,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Lolu,Posko 5 Desa Lolu,Health,Health,Completed,PSP,43396,43396,,,persons,52,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Post 6,Health,Health,Completed,PSP,43397,43397,,,persons,55,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Musolah Post 6,Health,Health,Completed,PSP,43398,43398,,,persons,26,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Post 5,Health,Health,Completed,PSP,43399,43399,,,persons,59,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Lolu,Sdn Inpres Lolu,Health,Health,Completed,PSP,43404,43404,,,persons,58,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Lolu,Sdn Inpres Jono Oge,Health,Health,Completed,PSP,43405,43405,,,persons,69,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Lolu,Posko 6,Health,Health,Completed,PSP,43405,43405,,,persons,18,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Tempat Pengungsian,Health,Health,Completed,Mobile clinic,43378,43378,,,persons,45,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Pombewe,Tempat Pengungsian,Health,Health,Completed,Mobile clinic,43383,43383,,,persons,18,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Sidondo Ii,Tempat Pengungsian,Health,Health,Completed,Mobile clinic,43385,43385,,,persons,80,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Dusun 3,Health,Health,Completed,Mobile clinic,43402,43402,,,persons,30,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Rumah Kepala Desa,Health,Health,Completed,Distribution,43383,43383,,,items,25,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Bora,Rumah Kepala Desa,Health,Health,Completed,Distribution,43383,43383,,,items,10,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Sidera,Sidera,WASH,WASH,Completed,Distribution,43378,43378,,,litres,10000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Jono Oge,WASH,WASH,Completed,Distribution,43380,43380,,,litres,5000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Mpanau,Mpanau,WASH,WASH,Completed,Distribution,43380,43380,,,litres,5000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Lolu,Lolu,WASH,WASH,Completed,Distribution,43380,43380,,,litres,17000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Lolu,Lolu,WASH,WASH,Completed,Distribution,43381,43381,,,litres,3500,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Sidera,Sidera,WASH,WASH,Completed,Distribution,43381,43381,,,litres,5000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Jono Oge,WASH,WASH,Completed,Distribution,43381,43381,,,litres,5000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Sidera,Sidera,WASH,WASH,Completed,Distribution,43382,43382,,,litres,5000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Jono Oge,WASH,WASH,Completed,Distribution,43382,43382,,,litres,23000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Sidera,Sidera,WASH,WASH,Completed,Distribution,43382,43382,,,litres,1000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Sidera,Sidera,WASH,WASH,Completed,Distribution,43382,43382,,,litres,1000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Jono Oge,WASH,WASH,Completed,Distribution,43384,43384,,,litres,10000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Sidera,Sidera,WASH,WASH,Completed,Distribution,43384,43384,,,litres,1600,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Lolu,Lolu,WASH,WASH,Completed,Distribution,43384,43384,,,litres,20000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Pombewe,Pombewe,WASH,WASH,Completed,Distribution,43385,43385,,,litres,7000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Lolu,Lolu,WASH,WASH,Completed,Distribution,43385,43385,,,litres,1500,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Sidera,Sidera,WASH,WASH,Completed,Distribution,43386,43386,,,litres,17000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Lolu,Lolu,WASH,WASH,Completed,Distribution,43386,43386,,,litres,5000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Pombewe,Pombewe,WASH,WASH,Completed,Distribution,43386,43386,,,litres,10000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Sidera,Sidera,WASH,WASH,Completed,Distribution,43387,43387,,,litres,5000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Jono Oge,WASH,WASH,Completed,Distribution,43387,43387,,,litres,5000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Pombewe,Pombewe,WASH,WASH,Completed,Distribution,43395,43395,,,litres,10000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Sidera,Sidera,WASH,WASH,Completed,Distribution,43395,43395,,,litres,10000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Lolu,Desa Lolu,WASH,WASH,Completed,Distribution,43395,43395,,,litres,5000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Jono Oge,WASH,WASH,Completed,Distribution,43395,43395,,,litres,5000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Sidera,Sidera,WASH,WASH,Completed,Distribution,43395,43395,,,litres,10000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Jono Oge,WASH,WASH,Completed,Distribution,43395,43395,,,litres,10000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Pombewe,Pombewe,WASH,WASH,Completed,Distribution,43395,43395,,,litres,10000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Sidera,Sidera,WASH,WASH,Completed,Distribution,43392,43392,,,litres,5000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Lolu,Lolu,WASH,WASH,Completed,Distribution,43392,43392,,,litres,10000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Lolu,Lolu,WASH,WASH,Completed,Distribution,43394,43394,,,litres,5000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Jono Oge,WASH,WASH,Completed,Distribution,43394,43394,,,litres,5000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Sidera,Sidera,WASH,WASH,Completed,Distribution,43394,43394,,,litres,5000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Lolu,Lolu,WASH,WASH,Completed,Distribution,43396,43396,,,litres,15000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Pombewe,Pombewe,WASH,WASH,Completed,Distribution,43396,43396,,,litres,10000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Jono Oge,WASH,WASH,Completed,Distribution,43397,43397,,,litres,5000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Lolu,Lolu,WASH,WASH,Completed,Distribution,43399,43399,,,litres,5000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Jono Oge,WASH,WASH,Completed,Distribution,43399,43399,,,litres,5000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Lambara,Tempat Pengungsian,WASH,WASH,Completed,Distribution,43401,43401,,,litres,45000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Dolo Barat,Tempat Pengungsian,WASH,WASH,Completed,Distribution,43401,43401,,,litres,10000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Sidera,Sidera,WASH,WASH,Completed,Distribution,43401,43401,,,litres,5000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Sidera,Sidera,WASH,WASH,Completed,Distribution,43402,43402,,,litres,20000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Sidera,Sidera,WASH,WASH,Completed,Distribution,43402,43402,,,litres,30000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Jono Oge,WASH,WASH,Completed,Distribution,43402,43402,,,litres,25000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Lolu,Lolu,WASH,WASH,Completed,Distribution,43402,43402,,,litres,3000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Sidera,Sidera,WASH,WASH,Completed,Distribution,43403,43403,,,litres,10000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Posko 1 & 2,WASH,WASH,Completed,Distribution,43403,43403,,,litres,5000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Lolu,Lolu,WASH,WASH,Completed,Distribution,43403,43403,,,litres,5000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Jono Oge,WASH,WASH,Completed,Distribution,43404,43404,,,litres,5000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Lolu,Lolu,WASH,WASH,Completed,Distribution,43404,43404,,,litres,5000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Jono Oge,WASH,WASH,Completed,Distribution,43405,43405,,,litres,15000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Lolu,Lolu,WASH,WASH,Completed,Distribution,43405,43405,,,litres,15000,,
07 Nov -13 Nov 2018,PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,JONO OGE,JONOGE,NFI/Shelter,Darurat | Emergency,Unknown,,43387,43387,,220,,,,
07 Nov -13 Nov 2018,PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,SIDERA,SIDERA,NFI/Shelter,Darurat | Emergency,Unknown,,43384,43384,,100,,,,
07 Nov -13 Nov 2018,PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,MPANAU,MPANAU,NFI/Shelter,Darurat | Emergency,Unknown,,43384,43384,,100,,,,
07 Nov -13 Nov 2018,PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,LOLU,LOLU,NFI/Shelter,Darurat | Emergency,Unknown,,43384,43384,,50,,,,
07 Nov -13 Nov 2018,PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,JONO OGE,JONOOGE,NFI/Shelter,Darurat | Emergency,Unknown,,43396,43396,,40,,,,
07 Nov -13 Nov 2018,PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,JONO OGE,RUMAH KEPALA DESA,NFI/Shelter,Darurat | Emergency,Unknown,,43383,43383,,40,,,,
07 Nov -13 Nov 2018,PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,BORA,RUMAH KEPALA DESA,NFI/Shelter,Darurat | Emergency,Unknown,,43383,43383,,40,,,,
07 Nov -13 Nov 2018,PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,SOULOWE,SOULOWE,NFI/Shelter,Darurat | Emergency,Unknown,,43388,43388,,40,,,,
07 Nov -13 Nov 2018,PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,JONO OGE,JONOOGE,NFI/Shelter,Darurat | Emergency,Unknown,,43395,43395,,36,,,,
07 Nov -13 Nov 2018,PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,JONO OGE,JONOOGE,NFI/Shelter,Darurat | Emergency,Unknown,,43394,43394,,25,,,,
07 Nov -13 Nov 2018,PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,JONO OGE,JONOOGE,NFI/Shelter,Darurat | Emergency,Unknown,,43393,43393,,20,,,,
07 Nov -13 Nov 2018,PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,JONO OGE,JONOOGE,NFI/Shelter,Darurat | Emergency,Unknown,,43398,43398,,14,,,,
07 Nov -13 Nov 2018,PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,JONO OGE,JONOOGE,NFI/Shelter,Darurat | Emergency,Unknown,,43397,43397,,12,,,,
07 Nov -13 Nov 2018,PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,JONO OGE,JONOOGE,NFI/Shelter,Darurat | Emergency,Unknown,,43392,43392,,10,,,,
07 Nov -13 Nov 2018,PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,MPANAU,KANTOR PENDIDIKAN KAB.SIGI,NFI/Shelter,Darurat | Emergency,Unknown,,43405,43405,,5,,,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi Tengah,Binangga,Di Rumah Warga,Food Security,Livelihood,Completed,Distribution,43395,43395,,,items,4,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi Tengah,Binangga,Di Rumah Warga,Food Security,Livelihood,Completed,Distribution,43395,43395,,,items,2,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi Tengah,Binangga,Di Rumah Warga,Health,Health,Completed,Distribution,43395,43395,,,items,1,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi Barat,Kayuboko,Di Rumah Warga,Food Security,Livelihood,Completed,Distribution,43389,43389,,,items,5,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi Barat,Kayuboko,Di Rumah Warga,Food Security,Livelihood,Completed,Distribution,43389,43389,,,items,6,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi Barat,Lobu Mandiri,Di Rumah Warga,Food Security,Livelihood,Completed,Distribution,43389,43389,,,items,11,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi Barat,Parigimpuu,Parigimpu'u,Food Security,Livelihood,Completed,Distribution,43389,43389,,,items,16,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi Barat,Kayuboko,Di Rumah Warga,Food Security,Livelihood,Completed,Distribution,43390,43390,,,items,8,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi Barat,Kayuboko,Di Rumah Warga,Food Security,Livelihood,Completed,Distribution,43391,43391,,,items,11,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi Barat,Baliara,Halaman Du,Health,Health,Completed,PSP,43378,43378,,,persons,12,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi Barat,Baliara,Halaman Du,Health,Health,Completed,PSP,43379,43379,,,persons,20,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi Barat,Baliara,Halaman Du,Health,Health,Completed,PSP,43380,43380,,,persons,20,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi Barat,Kayuboko,Di Rumah Warga,Health,Health,Completed,Distribution,43389,43389,,,items,1,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi Barat,Lobu Mandiri,Di Rumah Warga,Health,Health,Completed,Distribution,43389,43389,,,items,9,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi Barat,Parigimpuu,Parigimpu'u,Health,Health,Completed,Distribution,43389,43389,,,items,11,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi,Lebo,Tempat Pengungsian Dusun 3,Food Security,Livelihood,Completed,Distribution,43387,43387,,,items,54,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi,Lebo,Tempat Pengungsian Dusun 3,Food Security,Livelihood,Completed,Distribution,43388,43388,,,items,88,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi,Masigi,Rth Masigi,Food Security,Livelihood,Completed,Distribution,43389,43389,,,items,4,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi,Kampal,Alun-alun Kantor Bupati,Food Security,Livelihood,Completed,Distribution,43389,43389,,,items,5,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi,Olaya,Di Rumah Warga,Food Security,Livelihood,Completed,Distribution,43389,43389,,,items,2,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi,Olaya,Di Rumah Warga,Food Security,Livelihood,Completed,Distribution,43390,43390,,,items,6,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi,Olaya,Di Rumah Warga,Food Security,Livelihood,Completed,Distribution,43391,43391,,,items,7,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi,Bambalemo,Posko Tdb Parigi Moutong,Food Security,Livelihood,Completed,Distribution,43392,43392,,,items,3,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi,Masigi,Posko Tdb Parigi Moutong,Food Security,Livelihood,Completed,Distribution,43396,43396,,,items,4,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi,Lebo,Tempat Pengungsian Dusun 3,Health,Health,Completed,Distribution,43387,43387,,,items,52,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi,Masigi,Rth Masigi,Health,Health,Completed,PSP,43381,43381,,,persons,25,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi,Masigi,Rth Masigi,Health,Health,Completed,PSP,43383,43383,,,persons,200,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi,Kampal,Alun-alun Kantor Bupati,Health,Health,Completed,PSP,43383,43383,,,persons,200,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi,Lebo,Dusun 3 Desa Lebo,Health,Health,Completed,PSP,43388,43388,,,persons,90,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi,Lebo,Tempat Pengungsian Dusun 3,Health,Health,Completed,Distribution,43387,43387,,,items,53,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi,Lebo,Tempat Pengungsian Dusun 3,Health,Health,Completed,Distribution,43388,43388,,,items,88,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi,Masigi,Rth Masigi,Health,Health,Completed,Distribution,43389,43389,,,items,1,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi,Kampal,Alun-alun Kantor Bupati,Health,Health,Completed,Distribution,43389,43389,,,items,3,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi,Olaya,Di Rumah Warga,Health,Health,Completed,Distribution,43389,43389,,,items,1,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi,Olaya,Di Rumah Warga,Health,Health,Completed,Distribution,43391,43391,,,items,1,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Parigi Moutong,Parigi,Bambalemo,Posko Tdb Parigi Moutong,Health,Health,Completed,Distribution,43392,43392,,,items,3,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Palu,Palu Utara,Taipa,Lapangan Depan Gudang Seng,Food Security,Livelihood,Completed,Distribution,43381,43381,,,items,181,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Palu,Palu Utara,Mamboro Boya,Lapangan Bola,Food Security,Livelihood,Completed,Distribution,43381,43381,,,items,72,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Palu,Palu Utara,Mamboro Bakuganda,Samping Masjid Al-furqan,Food Security,Livelihood,Completed,Distribution,43381,43381,,,items,74,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Palu,Palu Utara,Kayu Malue,,Food Security,Livelihood,Completed,Distribution,43388,43388,,,items,508,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Palu,Palu Utara,Kayu Malue,,Health,Health,Completed,Distribution,43388,43388,,,items,508,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Palu,Palu Utara,Taipa,Rw. 5,WASH,WASH,Completed,Distribution,43400,43400,,,litres,5000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Palu,Palu Utara,Mamboro,Mamboro,WASH,WASH,Completed,Distribution,43400,43400,,,litres,5000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Palu,Palu Utara,Kayumalue Pajeko,Kayumalue Pajeko,WASH,WASH,Completed,Distribution,43400,43400,,,litres,5000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Palu,Palu Utara,Mamboro,Kantor Camat Palu Utara,WASH,WASH,Completed,Distribution,43401,43401,,,litres,10000,,
07 Nov -13 Nov 2018,PMI,,Red Cross/Red Crescent,Palu,Palu Utara,Taipa,Rt 01/rw.05,WASH,WASH,Completed,Distribution,43401,43401,,,litres,5000,,
07 Nov -13 Nov 2018,PMI,PMI,Red Cross/Red Crescent,Palu,Palu Utara,TAIPA,LAPANGAN DEPAN GUDANG SENG,NFI/Shelter,Darurat | Emergency,Unknown,,43381,43381,,181,,,,
07 Nov -13 Nov 2018,PMI,PMI,Red Cross/Red Crescent,Palu,Palu Utara,MAMBORO BAKUGANDA,SAMPING MASJID AL-FURQAN,NFI/Shelter,Darurat | Emergency,Unknown,,43381,43381,,74,,,,
