Reporting period,Implementing Agency,Lead Organization,Org Type,District,Sub Dstrict,Village,Admin Level 5,Sector/Cluster,Sub Sector,Status,Activity Details,Start Date,End Date,Total Beneficiaries Reached (HOUSEHOLD),Total Beneficiaries Planned (HOUSEHOLD),Primary Beneficiary Type,# of Primary Beneficiaries,Activity Description,Material Provided
14 Nov - 26 Nov 2018,MDMC,CRS,National NGOs,Sigi,Dolo Barat,BOBO,"Dusun Salubi, RT 1 dan RT 2",NFI/Shelter,Emergency,Unknown,,Oct-16-2018,,112,224,,,,"Bedding material, Clean up tool, kitchen set"
14 Nov - 26 Nov 2018,MDMC,CRS,National NGOs,Sigi,Dolo Barat,BOBO,"Dusun Salubi, RT 1 dan RT 2",NFI/Shelter,Transitional,Unknown,,,,,112,,,,integrated with latrine
14 Nov - 26 Nov 2018,DTP,FZ,Government,Sigi,Dolo Barat,RARAMPADENDE,,NFI/Shelter,Emergency,Unknown,,,,,10000,,,,
14 Nov - 26 Nov 2018,LAZISMU,FZ,National NGOs,Sigi,Dolo Barat,BOBO,,NFI/Shelter,Emergency,Unknown,,Oct-01-2018,,547,547,,,,
14 Nov - 26 Nov 2018,IOM,,UN Agencies,Sigi,Dolo Barat,,,NFI/Shelter,Emergency,Completed,,Oct-27-2018,Oct-27-2018,300,300,,,,
14 Nov - 26 Nov 2018,IOM/BPBD,,UN Agencies,Sigi,Dolo Barat,BOBO,,NFI/Shelter,Emergency,Completed,,Nov-12-2018,Nov-12-2018,16,16,,,,
14 Nov - 26 Nov 2018,IOM/BPBD,,UN Agencies,Sigi,Dolo Barat,BOBO,,NFI/Shelter,Emergency,Completed,,Nov-12-2018,Nov-12-2018,16,16,,,,
14 Nov - 26 Nov 2018,IOM/BPBD,,UN Agencies,Sigi,Dolo Barat,PESAKU,,NFI/Shelter,Emergency,Completed,,Nov-12-2018,Nov-12-2018,23,23,,,,
14 Nov - 26 Nov 2018,IOM/BPBD,,UN Agencies,Sigi,Dolo Barat,PESAKU,,NFI/Shelter,Emergency,Completed,,Nov-12-2018,Nov-12-2018,23,23,,,,
14 Nov - 26 Nov 2018,IOM/BPBD,,UN Agencies,Sigi,Dolo Barat,BALOMOA,,NFI/Shelter,Emergency,Completed,,Nov-12-2018,Nov-12-2018,8,8,,,,
14 Nov - 26 Nov 2018,IOM/BPBD,,UN Agencies,Sigi,Dolo Barat,BALOMOA,,NFI/Shelter,Emergency,Completed,,Nov-12-2018,Nov-12-2018,8,8,,,,
14 Nov - 26 Nov 2018,IOM/BPBD,,UN Agencies,Sigi,Dolo Barat,RARAMPADENDE,,NFI/Shelter,Emergency,Completed,,Nov-12-2018,Nov-12-2018,31,31,,,,
14 Nov - 26 Nov 2018,IOM/BPBD,,UN Agencies,Sigi,Dolo Barat,RARAMPADENDE,,NFI/Shelter,Emergency,Completed,,Nov-12-2018,Nov-12-2018,31,31,,,,
14 Nov - 26 Nov 2018,IOM/BPBD,,UN Agencies,Sigi,Dolo Barat,KALEKE,,NFI/Shelter,Emergency,Completed,,Nov-12-2018,Nov-12-2018,29,29,,,,
14 Nov - 26 Nov 2018,IOM/BPBD,,UN Agencies,Sigi,Dolo Barat,KALEKE,,NFI/Shelter,Emergency,Completed,,Nov-12-2018,Nov-12-2018,29,29,,,,
14 Nov - 26 Nov 2018,IOM/BPBD,,UN Agencies,Sigi,Dolo Barat,PEWUNU,,NFI/Shelter,Emergency,Completed,,Nov-12-2018,Nov-12-2018,8,8,,,,
14 Nov - 26 Nov 2018,IOM/BPBD,,UN Agencies,Sigi,Dolo Barat,PEWUNU,,NFI/Shelter,Emergency,Completed,,Nov-12-2018,Nov-12-2018,8,8,,,,
14 Nov - 26 Nov 2018,IOM/BPBD,,UN Agencies,Sigi,Dolo Barat,SIBONU,,NFI/Shelter,Emergency,Completed,,Nov-12-2018,Nov-12-2018,8,8,,,,
14 Nov - 26 Nov 2018,IOM/BPBD,,UN Agencies,Sigi,Dolo Barat,SIBONU,,NFI/Shelter,Emergency,Completed,,Nov-12-2018,Nov-12-2018,8,8,,,,
14 Nov - 26 Nov 2018,YSTC,YSTC,National NGOs,Sigi,Dolo Barat,KALEKE,POSKO KALEKE,NFI/Shelter,Emergency,Completed,,Oct-06-2018,Oct-06-2018,78,78,,,,
14 Nov - 26 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Dolo Barat,Tempat Pengungsian,WASH,Water,Completed,Distribution,Oct-07-2018,Oct-07-2018,,,,5000,,clean water (litres)
14 Nov - 26 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Jurio Lolu,Jurio Lolu,WASH,Water,Completed,Distribution,Oct-09-2018,Oct-09-2018,,,,5000,,clean water (litres)
14 Nov - 26 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Pewunu,Tempat Pengungsian,Health,Health,Completed,Mobile clinic,Oct-06-2018,Oct-06-2018,,,,116,,mobile clinic patients
14 Nov - 26 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Balongga,Tempat Pengungsian,Health,Health,Completed,Mobile clinic,Oct-15-2018,Oct-15-2018,,,,35,,mobile clinic patients
14 Nov - 26 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Kaleke,Kantor Desa,NFI/Shelter,Shelter,Completed,Distribution,Oct-09-2018,Oct-09-2018,,,,40,,tarpaulin
14 Nov - 26 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Kaleke,Kantor Desa,Health,Health,Completed,Distribution,Oct-09-2018,Oct-09-2018,,,,20,,mosquito net
14 Nov - 26 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Rarampadende,Kantor Desa,NFI/Shelter,Shelter,Completed,Distribution,Oct-09-2018,Oct-09-2018,,,,40,,tarpaulin
14 Nov - 26 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Rarampadende,Kantor Desa,Health,Health,Completed,Distribution,Oct-09-2018,Oct-09-2018,,,,20,,mosquito net
14 Nov - 26 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Pesaku,Kantor Desa,NFI/Shelter,NFI,Completed,Distribution,Oct-09-2018,Oct-09-2018,,,,50,,blanket
14 Nov - 26 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Mantikole,Kantor Desa,NFI/Shelter,NFI,Completed,Distribution,Oct-09-2018,Oct-09-2018,,,,50,,blanket
14 Nov - 26 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Sambo,Kantor Desa,Health,Health,Completed,Distribution,Oct-09-2018,Oct-09-2018,,,,20,,mosquito net
14 Nov - 26 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Balongga,Kantor Desa,NFI/Shelter,NFI,Completed,Distribution,Oct-09-2018,Oct-09-2018,,,,25,,blanket
14 Nov - 26 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Wisolo,Kantor Desa,NFI/Shelter,NFI,Completed,Distribution,Oct-09-2018,Oct-09-2018,,,,40,,blanket
14 Nov - 26 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Bobo,Kantor Desa,NFI/Shelter,NFI,Completed,Distribution,Oct-09-2018,Oct-09-2018,,,,50,,blanket
14 Nov - 26 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Bobo,Bobo,NFI/Shelter,Shelter,Completed,Distribution,Oct-14-2018,Oct-14-2018,,,,30,,tarpaulin
14 Nov - 26 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Sambo,Sambo,NFI/Shelter,Shelter,Completed,Distribution,Oct-14-2018,Oct-14-2018,,,,30,,tarpaulin
14 Nov - 26 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Balomoa,Balamoa,NFI/Shelter,Shelter,Completed,Distribution,Oct-17-2018,Oct-17-2018,,,,15,,tarpaulin
14 Nov - 26 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Balomoa,Balamoa,NFI/Shelter,NFI,Completed,Distribution,Oct-17-2018,Oct-17-2018,,,,30,,blanket
14 Nov - 26 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Balomoa,Balamoa,Health,Health,Completed,Distribution,Oct-17-2018,Oct-17-2018,,,,10,,mosquito net
14 Nov - 26 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Balumpewa,Balumpewa,NFI/Shelter,Shelter,Completed,Distribution,Oct-17-2018,Oct-17-2018,,,,5,,tarpaulin
14 Nov - 26 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Balumpewa,Balumpewa,NFI/Shelter,NFI,Completed,Distribution,Oct-17-2018,Oct-17-2018,,,,10,,blanket
14 Nov - 26 Nov 2018,PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Balumpewa,Balumpewa,Health,Health,Completed,Distribution,Oct-17-2018,Oct-17-2018,,,,10,,mosquito net
14 Nov - 26 Nov 2018,AIMI/UNICEF,,National NGOs,Sigi,Dolo Barat,,Kaleke,Nutrition,IYCF-E,Ongoing,IYCF Counselling,Nov-01-2018,Dec-06-2018,,,U-5 children,,,
14 Nov - 26 Nov 2018,SELASI/UNICEF,,National NGOs,Sigi,Dolo Barat,,Kaleke,Nutrition,IYCF-E,Ongoing,Training IYCF,Oct-25-2018,Dec-06-2018,,,Health and Community Workers,12,,
14 Nov - 26 Nov 2018,MoH-LT,,National NGOs,Sigi,Dolo Barat,Kaleke,PKM Kaleke,Health,Health,Completed,Medical Service,Oct-12-2018,,,,IDP and Affected Population,,,Mobile Clinic
14 Nov - 26 Nov 2018,MoH,,National NGOs,Sigi,Dolo Barat,Kaleke,Puskesmas Kaleke,Health,Health,Completed,Medical Service,Oct-11-2018,Oct-11-2018,,,IDP and Affected Population,,,Mobile Clinic
14 Nov - 26 Nov 2018,MoH,,National NGOs,Sigi,Dolo Barat,Kaleke,Puskesmas Kaleke,Health,Health,Completed,Medical Service,Oct-13-2018,,,,IDP and Affected Population,,,Mobile Clinic
14 Nov - 26 Nov 2018,UNICEF,,UN Agencies,Sigi,Dolo Barat,Pesaku,SD INPRES PESAKU,Education,Temporary Learning Space ,Completed,,Oct-18-2018,,,,Children,,,
14 Nov - 26 Nov 2018,UNICEF,,UN Agencies,Sigi,Dolo Barat,BOBO,SDN BOBO DOLO BARAT,Education,Temporary Learning Space ,Completed,,Oct-18-2018,,,,Children,,,
14 Nov - 26 Nov 2018,UNICEF,,UN Agencies,Sigi,Dolo Barat,RARAMPADENDE,SDN RARAMPADENDE,Education,Temporary Learning Space ,Completed,,Oct-18-2018,,,,Children,,,
14 Nov - 26 Nov 2018,UNICEF,,UN Agencies,Sigi,Dolo Barat,SIBONU,SDN SIBONU,Education,Temporary Learning Space ,Completed,,Oct-18-2018,,,,Children,,,
14 Nov - 26 Nov 2018,BNPB/BPBD/BAPPEDA,UNDP,Government,Sigi,Dolo Barat,Bobo,,Early Recovery,,Ongoing,JITUPASNA,Nov-01-2018,Dec-31-2018,,,Organization,100,,Technical Support
14 Nov - 26 Nov 2018,BNPB/BPBD/BAPPEDA,UNDP,Government,Sigi,Dolo Barat,Mantikole,,Early Recovery,,Ongoing,JITUPASNA,Nov-01-2018,Dec-31-2018,,,Organization,100,,Technical Support
14 Nov - 26 Nov 2018,BNPB/BPBD/BAPPEDA,UNDP,Government,Sigi,Dolo Barat,Pesaku,,Early Recovery,,Ongoing,JITUPASNA,Nov-01-2018,Dec-31-2018,,,Organization,100,,Technical Support
14 Nov - 26 Nov 2018,BNPB/BPBD/BAPPEDA,UNDP,Government,Sigi,Dolo Barat,Balomoa,,Early Recovery,,Ongoing,JITUPASNA,Nov-01-2018,Dec-31-2018,,,Organization,100,,Technical Support
14 Nov - 26 Nov 2018,BNPB/BPBD/BAPPEDA,UNDP,Government,Sigi,Dolo Barat,Rarampadende,,Early Recovery,,Ongoing,JITUPASNA,Nov-01-2018,Dec-31-2018,,,Organization,100,,Technical Support
14 Nov - 26 Nov 2018,BNPB/BPBD/BAPPEDA,UNDP,Government,Sigi,Dolo Barat,Balumpewa,,Early Recovery,,Ongoing,JITUPASNA,Nov-01-2018,Dec-31-2018,,,Organization,100,,Technical Support
14 Nov - 26 Nov 2018,BNPB/BPBD/BAPPEDA,UNDP,Government,Sigi,Dolo Barat,,Kaleke,Early Recovery,,Ongoing,JITUPASNA,Nov-01-2018,Dec-31-2018,,,Organization,100,,Technical Support
14 Nov - 26 Nov 2018,BNPB/BPBD/BAPPEDA,UNDP,Government,Sigi,Dolo Barat,Pewunu,,Early Recovery,,Ongoing,JITUPASNA,Nov-01-2018,Dec-31-2018,,,Organization,100,,Technical Support
14 Nov - 26 Nov 2018,BNPB/BPBD/BAPPEDA,UNDP,Government,Sigi,Dolo Barat,Kalungkutinggu,,Early Recovery,,Ongoing,JITUPASNA,Nov-01-2018,Dec-31-2018,,,Organization,100,,Technical Support
14 Nov - 26 Nov 2018,BNPB/BPBD/BAPPEDA,UNDP,Government,Sigi,Dolo Barat,Sibonu,,Early Recovery,,Ongoing,JITUPASNA,Nov-01-2018,Dec-31-2018,,,Organization,100,,Technical Support
14 Nov - 26 Nov 2018,BNPB/BPBD/BAPPEDA,UNDP,Government,Sigi,Dolo Barat,Luku,,Early Recovery,,Ongoing,JITUPASNA,Nov-01-2018,Dec-31-2018,,,Organization,100,,Technical Support
14 Nov - 26 Nov 2018,BNPB/BPBD/BAPPEDA,UNDP,Government,Sigi,Dolo Barat,Balaroa Pewunu,,Early Recovery,,Ongoing,JITUPASNA,Nov-01-2018,Dec-31-2018,,,Organization,100,,Technical Support
14 Nov - 26 Nov 2018,HHI,,National NGOs,Sigi,Dolo Selatan,Wisolo,Lokasi Pengungsian Tanah Kebun,WASH,Hygiene ,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,NU PEDULI/CHILDFUND,KEMENSOS RI/DINAS SOSIAL,National NGOs,Sigi,Dolo Selatan,Sambo,POS LAPANGAN NU PEDULI,Protection,Psychosocial Support,Ongoing,PSYCHOSOCIAL SERVICES & ADDING NUTRITION,Oct-01-2018,Mar-30-2019,,,U5 CHILD AND CHILDREN,,,GIVING ADDING NUTRITION
14 Nov - 26 Nov 2018,NU PEDULI/CHILDFUND,KEMENSOS RI/DINAS SOSIAL,National NGOs,Sigi,Dolo Selatan,Sambo,POS LAYANAN NU PEDULI,Protection,Psychosocial Support,Ongoing,PSYCHOSOCIAL SERVICES & ADDING NUTRITION,Oct-01-2018,Mar-30-2019,,,U5 CHILD AND CHILDREN,,,GIVING ADDING NUTRITION
14 Nov - 26 Nov 2018,NU PEDULI/CHILDFUND,KEMENSOS RI/DINAS SOSIAL,National NGOs,Sigi,Dolo Selatan,Sambo,,Protection,Psychosocial Support,Ongoing,PSYCHOSOCIAL SERVICES,Oct-01-2018,Mar-30-2019,,,Children,,,"PLAYING, DRAWING, SINGING, STORY TELLING, DEBRIEFING EARTHQUAKE"
14 Nov - 26 Nov 2018,PUPR,PUPR,Government,Sigi,Dolo Selatan,BALONGGA,Lapangan Bola,NFI/Shelter,Transitional,Unknown,,,,,240,,,,6 Units
14 Nov - 26 Nov 2018,PUPR,PUPR,Government,Sigi,Dolo Selatan,BALUASE,Lapangan Bola Dusun V,NFI/Shelter,Transitional,Unknown,,,,,168,,,,10 Units
14 Nov - 26 Nov 2018,PUPR,PUPR,Government,Sigi,Dolo Selatan,BANGGA,Lahan Warga M. Tahir & Tanda Yoto,NFI/Shelter,Transitional,Unknown,,,,,264,,,,21 Units
14 Nov - 26 Nov 2018,PUPR,PUPR,Government,Sigi,Dolo Selatan,BANGGA,Lapangan Bola,NFI/Shelter,Transitional,Unknown,,,,,240,,,,10 Units
14 Nov - 26 Nov 2018,PUPR,PUPR,Government,Sigi,Dolo Selatan,WALATANA,"Lapangan Bola Walatana, Mandala",NFI/Shelter,Transitional,Unknown,,,,,264,,,,16 Units
14 Nov - 26 Nov 2018,PUPR,PUPR,Government,Sigi,Dolo Selatan,PULU,Lapangan Bola,NFI/Shelter,Transitional,Unknown,,,,,192,,,,8 Units
14 Nov - 26 Nov 2018,PUPR,PUPR,Government,Sigi,Dolo Selatan,RAMBA,Lahan Warga,NFI/Shelter,Transitional,Unknown,,,,,192,,,,6 Units
14 Nov - 26 Nov 2018,PUPR,PUPR,Government,Sigi,Dolo Selatan,ROGO,Lapangan Bola,NFI/Shelter,Transitional,Unknown,,,,,480,,,,0 Units
14 Nov - 26 Nov 2018,PUPR,PUPR,Government,Sigi,Dolo Selatan,WALATANA,1,NFI/Shelter,Transitional,Unknown,,,,,240,,,,7 Units
14 Nov - 26 Nov 2018,BAZNAS,BAZNAS,Government,Sigi,Dolo Selatan,ROGO,,NFI/Shelter,Transitional,Unknown,,,,500,500,,,,
14 Nov - 26 Nov 2018,IDEP,Caritas,National NGOs,Sigi,Dolo Selatan,BULUBETE,"Dusun 1,2,3,4,5,dan 6",NFI/Shelter,Emergency,Unknown,,Nov-29-2018,,460,460,,,,
14 Nov - 26 Nov 2018,IDEP,Caritas,National NGOs,Sigi,Dolo Selatan,BANGGA,"Dusun 1,2 dan 3",NFI/Shelter,Emergency,Unknown,,Nov-30-2018,,40,40,,,,
14 Nov - 26 Nov 2018,LSM Dangau,CWS/LSM Dangau,National NGOs,Sigi,Dolo Selatan,BANGGA,Dusun III RT 3 Bangga,NFI/Shelter,Emergency,Completed,,Oct-20-2018,Oct-20-2018,28,,,,,temporary shelter kits - USAID tarpaulins (38)
14 Nov - 26 Nov 2018,DSM,FZ,National NGOs,Sigi,Dolo Selatan,BANGGA,,NFI/Shelter,Emergency,Unknown,,,,,,,,,Generator set
14 Nov - 26 Nov 2018,HHI,HHI,International NGOs,Sigi,Dolo Selatan,WISOLO,DUSUN 2; DUSUN 3,NFI/Shelter,Emergency,Completed,,Oct-25-2018,Oct-25-2018,150,150,,,,"Masker, Sarung Tangan, Cangkul, Martil, Linggis, Gergaji, Golok, Paku Campur, Tali Tambang 6mm"
14 Nov - 26 Nov 2018,HHI,HHI,International NGOs,Sigi,Dolo Selatan,WISOLO,DUSUN 1; DUSUN 2,NFI/Shelter,Emergency,Completed,,Oct-26-2018,Oct-26-2018,325,325,,,,"2 unit Genset 3,2Kva; Jerigen Gasoil 20L; Kabel NYM 10mtr; Kabel extention 10mtr; Lampu LED; Stop kontak"
14 Nov - 26 Nov 2018,HHI,HHI,International NGOs,Sigi,Dolo Selatan,JONO,DUSUN 1; DUSUN 2; DUSUN 3,NFI/Shelter,Emergency,Completed,,Nov-07-2018,Nov-08-2018,152,152,,,,"Masker, Sarung Tangan, Cangkul, Martil, Linggis, Gergaji, Golok, Paku Campur, Tali Tambang 6mm, Tali tambang 25mm, Gergaji besi, godam"
14 Nov - 26 Nov 2018,HHI,HHI,International NGOs,Sigi,Dolo Selatan,WISOLO,DUSUN 2; DUSUN 3,NFI/Shelter,Transitional,Unknown,,Nov-19-2018,,,170,,,,"Semen, Kayu, Seng, Kalsiboard, paku, kassa nyamuk, pasir, Kusen dan daun pintu jendela, asesories, instalasi listrik dan lampu"
14 Nov - 26 Nov 2018,IDEP,Caritas,National NGOs,Sigi,Dolo Selatan,BULUBETE,"Dusun 1,2,3,4,5,dan 6",NFI/Shelter,Emergency,Completed,,Oct-31-2018,Oct-01-2018,460,460,,,,6x4 m2 tarpaulin
14 Nov - 26 Nov 2018,IDEP,Caritas,National NGOs,Sigi,Dolo Selatan,BANGGA,"Dusun 1,2 dan 3",NFI/Shelter,Emergency,Completed,,Nov-13-2018,Nov-14-2018,165,165,,,,6x4 m2 tarpaulin
14 Nov - 26 Nov 2018,IDEP,Caritas,National NGOs,Sigi,Dolo Selatan,BULUBETE,"Dusun 1,2,3,4,5,dan 6",NFI/Shelter,Emergency,Completed,,Oct-31-2018,Oct-01-2018,460,460,,,,"Ember, piring, gelas, sendok, selimut, tikar, jas hujan, lilin, dan masker"
14 Nov - 26 Nov 2018,IDEP,Caritas,National NGOs,Sigi,Dolo Selatan,BULUBETE,"Dusun 1,2,3,4,5,dan 6",NFI/Shelter,Emergency,Completed,,Oct-31-2018,Oct-01-2018,460,460,,,,terpal
14 Nov - 26 Nov 2018,IDEP,Caritas,National NGOs,Sigi,Dolo Selatan,BANGGA,"Dusun 1,2 dan 4",NFI/Shelter,Emergency,Completed,,13/11/2019,14/11/2019,165,165,,,,"Ember, piring, gelas, sendok, selimut, tikar, jas hujan, lilin, dan masker"
14 Nov - 26 Nov 2018,IDEP,Caritas,National NGOs,Sigi,Dolo Selatan,BANGGA,"Dusun 1,2 dan 5",NFI/Shelter,Emergency,Completed,,13/11/2018,14/11/2018,165,165,,,,terpal
14 Nov - 26 Nov 2018,IOM,,UN Agencies,Sigi,Dolo Selatan,,,NFI/Shelter,Emergency,Completed,,Oct-23-2018,Oct-23-2018,50,50,,,,
14 Nov - 26 Nov 2018,IOM,,UN Agencies,Sigi,Dolo Selatan,BALUASE,,NFI/Shelter,Emergency,Completed,,Oct-23-2018,Oct-23-2018,50,50,,,,
14 Nov - 26 Nov 2018,IOM,,UN Agencies,Sigi,Dolo Selatan,ROGO,,NFI/Shelter,Emergency,Completed,,Oct-23-2018,Oct-23-2018,25,25,,,,
14 Nov - 26 Nov 2018,IOM,,UN Agencies,Sigi,Dolo Selatan,PULU,,NFI/Shelter,Emergency,Completed,,Oct-23-2018,Oct-23-2018,25,25,,,,
14 Nov - 26 Nov 2018,IOM/BPBD,,UN Agencies,Sigi,Dolo Selatan,JONO,,NFI/Shelter,Emergency,Completed,,Nov-07-2018,Nov-07-2018,245,245,,,,
14 Nov - 26 Nov 2018,IOM/BPBD,,UN Agencies,Sigi,Dolo Selatan,SAMBO,,NFI/Shelter,Emergency,Completed,,Nov-10-2018,Nov-10-2018,129,129,,,,
14 Nov - 26 Nov 2018,IOM/BPBD,,UN Agencies,Sigi,Dolo Selatan,SAMBO,,NFI/Shelter,Emergency,Completed,,Nov-10-2018,Nov-10-2018,129,129,,,,
14 Nov - 26 Nov 2018,IOM/BPBD,,UN Agencies,Sigi,Dolo Selatan,ROGO,Camp Desa Rogo Dusun III,NFI/Shelter,Emergency,Completed,,Nov-10-2018,Nov-10-2018,24,24,,,,
14 Nov - 26 Nov 2018,IOM/BPBD,,UN Agencies,Sigi,Dolo Selatan,ROGO,Camp Desa Rogo Dusun III,NFI/Shelter,Emergency,Completed,,Nov-10-2018,Nov-10-2018,24,24,,,,
14 Nov - 26 Nov 2018,IOM/BPBD,,UN Agencies,Sigi,Dolo Selatan,,Camp Desa Bulubete Dusun IV,NFI/Shelter,Emergency,Completed,,Nov-10-2018,Nov-10-2018,100,100,,,,
14 Nov - 26 Nov 2018,IOM/BPBD,,UN Agencies,Sigi,Dolo Selatan,JONO,,NFI/Shelter,Emergency,Completed,,Nov-10-2018,Nov-10-2018,122,122,,,,
14 Nov - 26 Nov 2018,IOM/BPBD,,UN Agencies,Sigi,Dolo Selatan,JONO,,NFI/Shelter,Emergency,Completed,,Nov-10-2018,Nov-10-2018,122,122,,,,
14 Nov - 26 Nov 2018,WVI,DMFA,National NGOs,Sigi,Dolo Selatan,JONO,,NFI/Shelter,Emergency,Completed,,Oct-30-2018,Oct-30-2018,201,201,,,,Tarpaulin
14 Nov - 26 Nov 2018,WVI,DMFA,National NGOs,Sigi,Dolo Selatan,JONO,,NFI/Shelter,Emergency,Completed,,Oct-30-2018,Oct-30-2018,201,201,,,,"Plastic Mat, Blanket, Sheets, Solar Lantern, Zip Plastic Bag, Sack"
14 Nov - 26 Nov 2018,WVI,WVI,National NGOs,Sigi,Dolo Selatan,ROGO,,NFI/Shelter,Emergency,Completed,,Nov-10-2018,Nov-10-2018,350,350,,,,Tarpaulin
14 Nov - 26 Nov 2018,YBT,YBT,National NGOs,Sigi,Dolo Selatan,RAMBA,"1,2",NFI/Shelter,Emergency,Unknown,,Oct-01-2018,,294,157,,,,Terpal
14 Nov - 26 Nov 2018,YBT,YBT,National NGOs,Sigi,Dolo Selatan,RAMBA,,NFI/Shelter,Emergency,Unknown,,Nov-01-2018,,10,10,,,,Terpal
14 Nov - 26 Nov 2018,YBT,YBT,National NGOs,Sigi,Dolo Selatan,RAMBA,,NFI/Shelter,Emergency,Unknown,,Nov-01-2018,,,157,,,,
14 Nov - 26 Nov 2018,YBT,YBT,National NGOs,Sigi,Dolo Selatan,SAMBO,,NFI/Shelter,Emergency,Unknown,,Nov-01-2018,,,316,,,,Terpal
14 Nov - 26 Nov 2018,YBT,YBT,National NGOs,Sigi,Dolo Selatan,BANGGA,,NFI/Shelter,Emergency,Unknown,,Nov-01-2018,,,135,,,,Terpal
14 Nov - 26 Nov 2018,YBT,YBT,National NGOs,Sigi,Dolo Selatan,WISOLO,,NFI/Shelter,Emergency,Unknown,,Nov-01-2018,,,159,,,,Terpal
14 Nov - 26 Nov 2018,YBT,YBT,National NGOs,Sigi,Dolo Selatan,BALONGGA,,NFI/Shelter,Emergency,Unknown,,Nov-01-2018,,,228,,,,Terpal
14 Nov - 26 Nov 2018,YBT,YBT,National NGOs,Sigi,Dolo Selatan,RAMBA,,NFI/Shelter,Emergency,Unknown,,Oct-01-2018,,294,157,,,,"Tikar, Selimut"
14 Nov - 26 Nov 2018,YBT,YBT,National NGOs,Sigi,Dolo Selatan,SAMBO,,NFI/Shelter,Emergency,Unknown,,Nov-01-2018,,,316,,,,"Tikar, Selimut"
14 Nov - 26 Nov 2018,YBT,YBT,National NGOs,Sigi,Dolo Selatan,BANGGA,,NFI/Shelter,Emergency,Unknown,,Nov-01-2018,,,136,,,,"Tikar, Selimut"
14 Nov - 26 Nov 2018,YBT,YBT,National NGOs,Sigi,Dolo Selatan,WISOLO,,NFI/Shelter,Emergency,Unknown,,Nov-01-2018,,,159,,,,"Tikar, Selimut"
14 Nov - 26 Nov 2018,YBT,YBT,National NGOs,Sigi,Dolo Selatan,BALONGGA,,NFI/Shelter,Emergency,Unknown,,Nov-01-2018,,,228,,,,"Tikar, Selimut"
14 Nov - 26 Nov 2018,YKMI,UNHCR,National NGOs,Sigi,Dolo Selatan,WALATANA,Walatana Dolo Selatan,NFI/Shelter,Emergency,Unknown,,,,19,19,,,,"White tents, UNHCR standard"
14 Nov - 26 Nov 2018,YKMI,UNHCR,National NGOs,Sigi,Dolo Selatan,RAMBA,Ramba Dolo Selatan,NFI/Shelter,Emergency,Unknown,,,,25,25,,,,"White tents, UNHCR standard"
14 Nov - 26 Nov 2018,IBI/Dinkes/UNFPA,UNFPA,Government,Sigi,Dolo Selatan,Baluase,RH tent,Health,Reproductive Health,Completed,ANC,Nov-11-2018,Nov-17-2018,,,Women of reproductive age,1,Health Services,Ante Natal Care (ANC)
14 Nov - 26 Nov 2018,IBI/Dinkes/UNFPA,UNFPA,Government,Sigi,Dolo Selatan,Baluase,RH tent,Health,Reproductive Health,Completed,PNC,Nov-11-2018,Nov-17-2018,,,Post delivery mother,1,Health Services,Post Natal Care (PNC)
14 Nov - 26 Nov 2018,IBI/Dinkes/UNFPA,UNFPA,Government,Sigi,Dolo Selatan,Baluase,RH tent,Health,Reproductive Health,Completed,Under 5 children services,Nov-11-2018,Nov-17-2018,,,Under 5 children,2,Health Services,Under 5 children examination
14 Nov - 26 Nov 2018,PKBI,UNFPA,National NGOs,Sigi,Dolo Selatan,Sambo,Posko Sambo,Health,Reproductive Health,Completed,Hygiene kit distribution,Nov-16-2018,Nov-16-2018,,,Adolescents,13,Hygiene Kit distribution,Hygiene kit
