crisis_index,crisis_name,crisis_iso3,figure_name,figure_date,figure_value,figure_source,figure_url
9,Haiti,HTI,"People Targeted for Assistance",2018-12-04,1100000,OCHA,https://m.reliefweb.int/report/2900688
9,Haiti,HTI,"Children in Need",2018-01-03,779000,UNICEF,https://m.reliefweb.int/report/2399259
9,Haiti,HTI,"Cholera Cases per month",2018-05-31,708,OCHA,https://m.reliefweb.int/report/2685114
9,Haiti,HTI,"Cholera Deaths per month",2018-05-31,8,OCHA,https://m.reliefweb.int/report/2685114
9,Haiti,HTI,"Cholera Cases (Cumulative since Oct 2010)",2018-05-31,819000,OCHA,https://m.reliefweb.int/report/2685114
9,Haiti,HTI,"IDPs due to 2010 Earthquake",2018-03-31,37546,IOM,https://m.reliefweb.int/report/2735669
9,Haiti,HTI,"New IDPs by Natural Disasters (per year)",2017-12-31,15000,IDMC,https://m.reliefweb.int/report/2603634
10,Iraq,IRQ,"People in Need",2018-12-04,6700000,OCHA,https://m.reliefweb.int/report/2900688
10,Iraq,IRQ,"People Targeted for Assistance",2018-12-04,1800000,OCHA,https://m.reliefweb.int/report/2900688
10,Iraq,IRQ,"Children in Need",2018-01-03,4100000,UNICEF,https://m.reliefweb.int/report/2438749
10,Iraq,IRQ,IDPs,2018-10-31,1866594,IOM,https://m.reliefweb.int/report/2903583
10,Iraq,IRQ,Returnees,2018-10-31,4113624,IOM,https://m.reliefweb.int/report/2903583
10,Iraq,IRQ,"IDPs in Ninewa Governorate",2018-10-31,584520,IOM,https://m.reliefweb.int/report/2903583
10,Iraq,IRQ,"IDPs in Dahuk Governorate",2018-10-31,347232,IOM,https://m.reliefweb.int/report/2903583
10,Iraq,IRQ,"IDPs in Erbil Governorate",2018-10-31,213402,IOM,https://m.reliefweb.int/report/2903583
10,Iraq,IRQ,"IDPs in Salah Al-Din Governorate",2018-10-31,151920,IOM,https://m.reliefweb.int/report/2903583
10,Iraq,IRQ,"Iraqi Refugees in Jordan",2018-10-31,67237,UNHCR,https://m.reliefweb.int/report/2860013
10,Iraq,IRQ,"Iraqi Refugees in Turkey",2018-10-31,142000,UNHCR,https://m.reliefweb.int/report/2873883
10,Iraq,IRQ,"Syrian Refugees in Iraq",2018-11-30,252772,UNHCR,https://m.reliefweb.int/report/2912348
10,Iraq,IRQ,"Non-Syrian Refugees in Iraq",2018-10-31,44325,UNHCR,https://m.reliefweb.int/report/2895453
10,Iraq,IRQ,"Casualty Figures: Civilians Killed (per month)",2018-11-30,41,UNAMI,https://m.reliefweb.int/report/2898688
10,Iraq,IRQ,"Casualty Figures: Civilians Injured (per month)",2018-11-30,73,UNAMI,https://m.reliefweb.int/report/2898688
10,Iraq,IRQ,"People in Food Crisis/Emergency (IPC phase 3+)",2017-12-31,3200000,WFP,https://m.reliefweb.int/report/2417944
10,Iraq,IRQ,"KKA Incidents against Aid Workers (Killed, Kidnapped and Arrested per year)",2018-10-31,0,"Insecurity Insight",https://m.reliefweb.int/report/2879178
10,Iraq,IRQ,"Aid Workers Killed (per year)",2018-10-31,0,"Insecurity Insight",https://m.reliefweb.int/report/2879178
10,Iraq,IRQ,"Aid Workers Kidnapped (per year)",2018-10-31,0,"Insecurity Insight",https://m.reliefweb.int/report/2879178
10,Iraq,IRQ,"Aid Workers Arrested (per year)",2018-10-31,0,"Insecurity Insight",https://m.reliefweb.int/report/2879178
10,Iraq,IRQ,"People Received WFP Food Assistance (per month)",2018-10-31,316400,WFP,https://m.reliefweb.int/report/2897323
10,Iraq,IRQ,"New IDPs by Conflict (per year)",2017-12-31,1379000,IDMC,https://m.reliefweb.int/report/2603634
10,Iraq,IRQ,"New IDPs by Natural Disasters (per year)",2017-12-31,3900,IDMC,https://m.reliefweb.int/report/2603634
11,Kenya,KEN,"People in Need",2017-09-07,5600000,OCHA,http://m.reliefweb.int/report/2206749
11,Kenya,KEN,"People Targeted for Assistance",2017-09-07,1900000,OCHA,http://m.reliefweb.int/report/2206749
11,Kenya,KEN,"Children in Need",2017-12-27,1800000,UNICEF,https://m.reliefweb.int/report/2400909
11,Kenya,KEN,"Refugees & Asylum-Seekers in Kenya",2018-10-31,468731,UNHCR,https://m.reliefweb.int/report/2885453
11,Kenya,KEN,"Somali Refugees & Asylum-Seekers in Kenya",2018-09-30,256300,UNHCR,https://m.reliefweb.int/report/2852678
11,Kenya,KEN,"S. Sudanese Refugees & Asylum-Seekers in Kenya",2018-09-30,114862,UNHCR,https://m.reliefweb.int/report/2873948
11,Kenya,KEN,"S. Sudanese Arrivals in Kenya (per year)",2018-09-30,6109,UNHCR,https://m.reliefweb.int/report/2899668
11,Kenya,KEN,"DRC Refugees & Asylum-Seekers in Kenya",2018-10-31,40709,UNHCR,https://m.reliefweb.int/report/2878188
11,Kenya,KEN,"Ethiopian Refugees & Asylum-Seekers in Kenya",2018-07-31,31443,UNHCR,https://m.reliefweb.int/report/2577639
11,Kenya,KEN,"Burundian Refugees & Asylum seekers in Kenya",2018-07-31,13165,UNHCR,https://m.reliefweb.int/report/2747399
11,Kenya,KEN,"Sudanese Refugees & Asylum-Seekers in Kenya",2018-07-31,10106,UNHCR,https://m.reliefweb.int/report/2747399
11,Kenya,KEN,"Kakuma Camp Refugee Population",2018-10-31,147822,UNHCR,https://m.reliefweb.int/report/2862098
11,Kenya,KEN,"Kakuma Camp New Refugee Arrival Registrations (per year)",2018-11-04,8637,UNHCR,https://m.reliefweb.int/report/2862398
11,Kenya,KEN,"Kalobeyei Camp Refugee Population",2018-10-31,38179,UNHCR,https://m.reliefweb.int/report/2862113
11,Kenya,KEN,"Dadaab Camps Refugee Population",2018-07-31,209606,UNHCR,https://m.reliefweb.int/report/2747399
11,Kenya,KEN,"Children Under 5 in Need of SAM Treatment",2018-08-31,85105,UNICEF,https://m.reliefweb.int/report/2889923
11,Kenya,KEN,"New IDPs by Conflict (per year)",2017-12-31,24000,IDMC,https://m.reliefweb.int/report/2603634
11,Kenya,KEN,"New IDPs by Natural Disasters (per year)",2017-12-31,35000,IDMC,https://m.reliefweb.int/report/2603634
12,Libya,LBY,"People in Need",2018-12-04,823000,OCHA,https://m.reliefweb.int/report/2900688
12,Libya,LBY,"People Targeted for Assistance",2018-12-04,552000,OCHA,https://m.reliefweb.int/report/2900688
12,Libya,LBY,"Children in Need",2018-01-03,378000,UNICEF,https://m.reliefweb.int/report/2438669
12,Libya,LBY,"Registered Refugees & Asylum-Seekers in Libya",2018-11-30,57664,UNHCR,https://m.reliefweb.int/report/2903683
12,Libya,LBY,IDPs,2018-10-31,187423,IOM,https://m.reliefweb.int/report/2900238
12,Libya,LBY,Returnees,2018-10-31,403978,IOM,https://m.reliefweb.int/report/2900238
12,Libya,LBY,"Migrants in Libya",2018-08-31,669176,IOM,https://m.reliefweb.int/report/2814974
12,Libya,LBY,"Civilian Casualties: Deaths (per month)",2018-09-30,8,UNSMIL,https://m.reliefweb.int/report/2858748
12,Libya,LBY,"Civilian Casualties: Injuries (per month)",2018-09-30,2,UNSMIL,https://m.reliefweb.int/report/2858748
12,Libya,LBY,"People that Lost their Lives in Libyan Waters (per month)",2018-11-30,0,UNHCR,https://m.reliefweb.int/report/2903678
12,Libya,LBY,"People Rescued/Intercepted at Sea Along the Libyan Coast (per month)",2018-11-30,546,UNHCR,https://m.reliefweb.int/report/2903678
12,Libya,LBY,"Maritime Incidents in Libyan Coast: Rescued (per year)",2018-04-30,4964,IOM,https://m.reliefweb.int/report/2586134
12,Libya,LBY,"People Assisted through WFP Food Assistance (per month)",2018-10-31,95100,WFP,https://m.reliefweb.int/report/2897333
12,Libya,LBY,"Maritime Incidents: Deaths along the Central Mediterranean route (per year)",2018-04-30,370,IOM,https://m.reliefweb.int/report/2586134
12,Libya,LBY,"Maritime Incidents: Arrivals to Italy through the Central Mediterranean route (per year)",2018-04-30,9467,IOM,https://m.reliefweb.int/report/2586134
12,Libya,LBY,"New IDPs by Conflict (per year)",2017-12-31,29000,IDMC,https://m.reliefweb.int/report/2603634
13,Mali,MLI,"People in Need",2018-12-04,3200000,OCHA,https://m.reliefweb.int/report/2900688
13,Mali,MLI,"People Targeted for Assistance",2018-12-04,2300000,OCHA,https://m.reliefweb.int/report/2900688
13,Mali,MLI,"Children in Need",2018-07-02,2400000,UNICEF,https://m.reliefweb.int/report/2801234
13,Mali,MLI,"Malian Refugees in Burkina Faso, Mauritania and Niger",2018-11-30,138171,UNHCR,https://data2.unhcr.org/en/situations/malisituation
13,Mali,MLI,"Malian Refugees in Niger",2018-11-30,57300,"Government of Niger",https://m.reliefweb.int/report/2905543
13,Mali,MLI,"Malian Refugees in Mauritania",2018-11-30,55866,UNHCR,https://data2.unhcr.org/en/country/mrt
13,Mali,MLI,"Malian Refugees in Burkina Faso",2018-10-31,24586,UNHCR,https://m.reliefweb.int/report/2872658
13,Mali,MLI,IDPs,2018-10-31,80302,IOM,https://m.reliefweb.int/report/2891268
13,Mali,MLI,"Malian Refugee Returnees",2018-10-31,69390,"Government of Mali",https://m.reliefweb.int/report/2891268
13,Mali,MLI,"Refugees in Mali",2018-09-30,24418,"Government of Mali",https://m.reliefweb.int/report/2858428
13,Mali,MLI,"IDP Returnees",2018-07-31,526505,UNHCR,https://m.reliefweb.int/report/2755264
13,Mali,MLI,"Closed Schools due to Insecurity",2018-05-31,750,"Education Cluster",https://m.reliefweb.int/report/2668719
13,Mali,MLI,"Access Constraints (per year)",2018-08-31,129,OCHA,https://m.reliefweb.int/report/2773374
13,Mali,MLI,"Civilian Victims of IEDs (per year)",2018-03-07,60,UNMAS,https://m.reliefweb.int/report/2521179
13,Mali,MLI,"Civilian Victims of ERW (per year)",2017-12-31,23,OCHA,https://m.reliefweb.int/report/2521179
13,Mali,MLI,"People in Food Crisis/Emergency (IPC phase 3+)",2017-12-31,291000,FSC,https://m.reliefweb.int/report/2417944
13,Mali,MLI,"KKA Incidents against Aid Workers (Killed, Kidnapped and Arrested per year)",2018-10-31,8,"Insecurity Insight",https://m.reliefweb.int/report/2879178
13,Mali,MLI,"Aid Workers Killed (per year)",2018-10-31,1,"Insecurity Insight",https://m.reliefweb.int/report/2879178
13,Mali,MLI,"Aid Workers Kidnapped (per year)",2018-10-31,6,"Insecurity Insight",https://m.reliefweb.int/report/2879178
13,Mali,MLI,"Aid Workers Arrested (per year)",2018-10-31,1,"Insecurity Insight",https://m.reliefweb.int/report/2879178
13,Mali,MLI,"People Received WFP Food Assistance (per month)",2018-04-30,352544,WFP,https://m.reliefweb.int/report/2633549
13,Mali,MLI,"New IDPs by Conflict (per year)",2017-12-31,35000,IDMC,https://m.reliefweb.int/report/2603634
13,Mali,MLI,"New IDPs by Natural Disasters (per year)",2017-12-31,6800,IDMC,https://m.reliefweb.int/report/2603634
14,Myanmar,MMR,"People in Need",2018-12-04,941000,OCHA,https://m.reliefweb.int/report/2900688
14,Myanmar,MMR,"People Targeted for Assistance",2018-12-04,941000,OCHA,https://m.reliefweb.int/report/2900688
14,Myanmar,MMR,"Children in Need",2018-01-30,319000,UNICEF,https://m.reliefweb.int/report/2438694
14,Myanmar,MMR,"IDPs in Kachin & Northern Shan States",2018-10-31,105854,"CCCM Cluster",https://m.reliefweb.int/report/2892948
14,Myanmar,MMR,"IDPs in Rakhine State",2018-10-31,128169,UNHCR,https://m.reliefweb.int/report/2889038
14,Myanmar,MMR,"IDP Returnees",2018-09-28,11081,UNHCR,https://m.reliefweb.int/report/2835628
14,Myanmar,MMR,"Myanmar Refugees in Thailand",2018-07-31,97356,UNHCR,https://m.reliefweb.int/report/2734069
14,Myanmar,MMR,"Refugee Returnees (since Jun 2013)",2018-09-28,3817,UNHCR,https://m.reliefweb.int/report/2835628
14,Myanmar,MMR,"People Assisted with WFP Food Assistance (per month)",2018-10-31,619562,WFP,https://m.reliefweb.int/report/2904948
14,Myanmar,MMR,"People Displaced by Floods",2018-10-01,268438,OCHA,https://m.reliefweb.int/report/2833443
14,Myanmar,MMR,"New IDPs by Conflict (per year)",2017-12-31,57000,IDMC,https://m.reliefweb.int/report/2603634
14,Myanmar,MMR,"New IDPs by Natural Disasters (per year)",2017-12-31,351000,IDMC,https://m.reliefweb.int/report/2603634
15,Niger,NER,"People in Need",2018-12-04,2300000,OCHA,https://m.reliefweb.int/report/2900688
15,Niger,NER,"People Targeted for Assistance",2018-12-04,1700000,OCHA,https://m.reliefweb.int/report/2900688
15,Niger,NER,"Children in Need",2018-01-07,1200000,UNICEF,https://m.reliefweb.int/report/2438929
15,Niger,NER,"People Living in Lake Chad Basin Crisis Area",2018-10-22,704000,OCHA,https://m.reliefweb.int/report/2843698
15,Niger,NER,"Children with Severe Acute Malnutrition in Lake Chad Basin Crisis Area",2018-10-22,16000,OCHA,https://m.reliefweb.int/report/2843698
15,Niger,NER,"People in Food Crisis/Emergency (IPC phase 3+) in Lake Chad Basin Crisis Area",2018-10-22,408000,OCHA,https://m.reliefweb.int/report/2843698
15,Niger,NER,"Malian Refugees in Niger",2018-11-30,57300,"Government of Niger",https://m.reliefweb.int/report/2905543
15,Niger,NER,"Nigerian Refugees in Niger",2018-06-30,118868,UNHCR,https://m.reliefweb.int/report/2692479
15,Niger,NER,IDPs,2018-06-30,122046,"Government of Niger",https://m.reliefweb.int/report/2692479
15,Niger,NER,"Estimated Children IDPs",2018-07-31,69393,UNICEF,https://m.reliefweb.int/report/2834968
15,Niger,NER,"Children Affected by Severe Acute Malnutrition",2018-09-30,380166,UNICEF,https://m.reliefweb.int/report/2873118
15,Niger,NER,"Total Cholera Cases (since Jul 2018)",2018-11-19,3824,WHO,https://m.reliefweb.int/report/2890193
15,Niger,NER,"Cholera Confirmed Cases (since Jul 2018)",2018-11-19,42,WHO,https://m.reliefweb.int/report/2890193
15,Niger,NER,"Cholera Deaths (since Jul 2018)",2018-11-19,78,WHO,https://m.reliefweb.int/report/2890193
15,Niger,NER,"Attacks & Security Incidents Related to Boko Haram in Diffa (per year)",2018-08-31,94,OCHA,https://m.reliefweb.int/report/2795434
15,Niger,NER,"People Received WFP Food Assistance (per month)",2018-06-30,2717434,WFP,https://m.reliefweb.int/report/2717434
15,Niger,NER,"New IDPs by Conflict (per year)",2017-12-31,40000,IDMC,https://m.reliefweb.int/report/2603634
15,Niger,NER,"New IDPs by Natural Disasters (per year)",2017-12-31,189000,IDMC,https://m.reliefweb.int/report/2603634
16,Nigeria,NGA,"People in Need",2018-12-04,7100000,OCHA,https://m.reliefweb.int/report/2900688
16,Nigeria,NGA,"People Targeted for Assistance",2018-12-04,6200000,OCHA,https://m.reliefweb.int/report/2900688
16,Nigeria,NGA,"Children in Need",2018-08-31,4300000,UNICEF,https://m.reliefweb.int/report/2801134
16,Nigeria,NGA,"People in Food Crisis/Emergency (IPC phase 3+)",2018-11-30,2454320,FAO,https://m.reliefweb.int/report/2912908
16,Nigeria,NGA,"Northeast Nigeria: People in Food Crisis/Emergency (IPC phase 3+)",2018-11-30,1712103,FAO,https://m.reliefweb.int/report/2912908
16,Nigeria,NGA,IDPs,2018-08-06,1926748,IOM,https://m.reliefweb.int/report/2773744
16,Nigeria,NGA,"Returnees since August 2015",2018-08-06,1580093,IOM,https://m.reliefweb.int/report/2773744
16,Nigeria,NGA,"Nigerian Refugees in the Region",2018-08-31,227694,UNHCR,https://m.reliefweb.int/report/2792234
16,Nigeria,NGA,"Nigerian Refugees in Cameroon",2018-10-31,101404,UNHCR,https://m.reliefweb.int/report/2878513
16,Nigeria,NGA,"Nigerian Refugees & Asylum-Seekers in Chad",2018-10-31,11298,UNHCR,https://m.reliefweb.int/report/2869263
16,Nigeria,NGA,"Nigerian Refugees in Niger",2018-06-30,118868,UNHCR,https://m.reliefweb.int/report/2692479
16,Nigeria,NGA,"Cameroonian Refugees in Nigeria",2018-11-08,30024,UNHCR,https://m.reliefweb.int/report/2867653
16,Nigeria,NGA,"Total Nationwide Cholera Cases (Cumulative per year)",2018-10-28,42466,WHO,https://m.reliefweb.int/report/2881473
16,Nigeria,NGA,"Total Nationwide Cholera Deaths (Cumulative per year)",2018-10-28,830,WHO,https://m.reliefweb.int/report/2881473
16,Nigeria,NGA,"Total Measles Cases (Cumulative per year)",2018-11-04,15504,WHO,https://m.reliefweb.int/report/2890193
16,Nigeria,NGA,"Measles Confirmed Cases (Cumulative per year)",2018-11-04,1110,WHO,https://m.reliefweb.int/report/2890193
16,Nigeria,NGA,"Measles Deaths (Cumulative per year)",2018-11-04,123,WHO,https://m.reliefweb.int/report/2890193
16,Nigeria,NGA,"Total Yellow Fever Cases (Cumulative)",2018-11-11,3456,WHO,https://m.reliefweb.int/report/2890193
16,Nigeria,NGA,"Yellow Fever Confirmed Cases (Cumulative)",2018-11-11,56,WHO,https://m.reliefweb.int/report/2890193
16,Nigeria,NGA,"Yellow Fever Deaths (Cumulative)",2018-11-11,55,WHO,https://m.reliefweb.int/report/2890193
16,Nigeria,NGA,"People Living in Lake Chad Basin Crisis Area",2018-10-22,12000000,OCHA,https://m.reliefweb.int/report/2843698
16,Nigeria,NGA,"Children with Severe Acute Malnutrition in Lake Chad Basin Crisis Area",2018-10-22,439000,OCHA,https://m.reliefweb.int/report/2843698
16,Nigeria,NGA,"People in Food Crisis/Emergency (IPC phase 3+) in Lake Chad Basin Crisis Area",2018-10-22,3000000,OCHA,https://m.reliefweb.int/report/2843698
16,Nigeria,NGA,"KKA Incidents against Aid Workers (Killed, Kidnapped and Arrested per year)",2018-10-31,8,"Insecurity Insight",https://m.reliefweb.int/report/2879178
16,Nigeria,NGA,"Aid Workers Killed (per year)",2018-10-31,5,"Insecurity Insight",https://m.reliefweb.int/report/2879178
16,Nigeria,NGA,"Aid Workers Kidnapped (per year)",2018-10-31,3,"Insecurity Insight",https://m.reliefweb.int/report/2879178
16,Nigeria,NGA,"Aid Workers Arrested (per month)",2018-10-31,0,"Insecurity Insight",https://m.reliefweb.int/report/2879178
16,Nigeria,NGA,"People Received WFP Food Assistance (per month)",2018-10-31,698669,WFP,https://m.reliefweb.int/report/2897248
16,Nigeria,NGA,"New IDPs by Conflict (per year)",2017-12-31,279000,IDMC,https://m.reliefweb.int/report/2603634
16,Nigeria,NGA,"New IDPs by Natural Disasters (per year)",2017-12-31,122000,IDMC,https://m.reliefweb.int/report/2603634
17,"occupied Palestinian territory",PSE,"People in Need",2018-12-04,2500000,OCHA,https://m.reliefweb.int/report/2900688
17,"occupied Palestinian territory",PSE,"People Targeted for Assistance",2018-12-04,1400000,OCHA,https://m.reliefweb.int/report/2900688
17,"occupied Palestinian territory",PSE,"Children in Need",2018-01-03,1100000,UNICEF,https://m.reliefweb.int/report/2438774
17,"occupied Palestinian territory",PSE,"People Displaced due to Demolitions (per year)",2018-11-30,421,OCHA,http://www.ochaopt.org/content/monthly
17,"occupied Palestinian territory",PSE,"Conflict-Related Palestinian Deaths (per year)",2018-08-31,282,OCHA,http://www.ochaopt.org/content/monthly
17,"occupied Palestinian territory",PSE,"Conflict-Related Palestinian Injuries (per year)",2018-08-31,27008,OCHA,http://www.ochaopt.org/content/monthly
17,"occupied Palestinian territory",PSE,"Palestinian Children Killed - Direct Conflict (per year)",2018-08-54,38,OCHA,http://www.ochaopt.org/content/monthly
17,"occupied Palestinian territory",PSE,"Palestinian Children Injured - Direct Conflict (per year)",2018-08-31,4934,OCHA,http://www.ochaopt.org/content/monthly
17,"occupied Palestinian territory",PSE,"Palestinian-owned Structures Demolished by the Israeli Authorities (per year)",2018-08-31,409,OCHA,http://www.ochaopt.org/content/monthly
17,"occupied Palestinian territory",PSE,"Truckloads of Goods Entering Gaza from Israel (per year)",2018-10-31,85615,OCHA,https://m.reliefweb.int/report/2880978
17,"occupied Palestinian territory",PSE,"IDPs in West Bank",2016-10-30,238000,UNRWA,http://m.reliefweb.int/report/1851144
17,"occupied Palestinian territory",PSE,"IDPs in Gaza",2016-12-20,65000,OCHA,http://m.reliefweb.int/report/1828749
17,"occupied Palestinian territory",PSE,"Palestinian Refugees in Syria",2017-01-09,450000,UNRWA,http://m.reliefweb.int/report/1851179
17,"occupied Palestinian territory",PSE,"Internally Displaced Palestinian Refugees in Syria",2017-01-09,280000,UNRWA,http://m.reliefweb.int/report/1851179
17,"occupied Palestinian territory",PSE,"Palestinian Refugees from Syria in Lebanon",2018-06-30,32000,UNRWA,https://m.reliefweb.int/report/2723959
17,"occupied Palestinian territory",PSE,"Palestinian Refugees from Syria in Jordan",2017-01-09,16779,UNRWA,http://m.reliefweb.int/report/1851179
17,"occupied Palestinian territory",PSE,"People Received WFP Food Assistance (per month)",2018-10-31,333959,WFP,https://m.reliefweb.int/report/2889828
17,"occupied Palestinian territory",PSE,"New IDPs by Conflict (per year)",2017-12-31,700,IDMC,https://m.reliefweb.int/report/2603634
17,"occupied Palestinian territory",PSE,"New IDPs by Natural Disasters (per year)",2017-12-31,77,IDMC,https://m.reliefweb.int/report/2603634
18,Senegal,SEN,"People in Need",2018-02-12,814000,"UN Resident Coordinator for Senegal",https://m.reliefweb.int/report/2464144
18,Senegal,SEN,"People Targeted for Assistance",2018-02-12,340000,"UN Resident Coordinator for Senegal",https://m.reliefweb.int/report/2464144
18,Senegal,SEN,"People in Food Crisis/Emergency (IPC phase 3+)",2018-03-31,311578,IPC,https://m.reliefweb.int/report/2721689
18,Senegal,SEN,"Children with Moderate Acute Malnutrition",2018-07-18,345000,WFP,https://m.reliefweb.int/report/2704374
18,Senegal,SEN,"Refugees & Asylum-Seekers in Senegal",2018-08-31,18120,UNHCR,https://m.reliefweb.int/report/2834993
18,Senegal,SEN,"People Received WFP Food Assistance (per month)",2018-07-31,68800,WFP,https://m.reliefweb.int/report/2789084
18,Senegal,SEN,"New IDPs by Natural Disasters (per year)",2017-12-31,630,IDMC,https://m.reliefweb.int/report/2603634
19,Somalia,SOM,"People in Need",2018-12-04,4200000,FSNAU,https://m.reliefweb.int/report/2900688
19,Somalia,SOM,"People Targeted for Assistance",2018-12-04,3400000,OCHA,https://m.reliefweb.int/report/2900688
19,Somalia,SOM,"Children in Need",2018-01-26,3000000,UNICEF,https://m.reliefweb.int/report/1874889
19,Somalia,SOM,"People in Food Crisis/Emergency (IPC phase 3+)",2018-07-31,1500000,FSNAU,https://m.reliefweb.int/report/2768609
19,Somalia,SOM,"Acutely Malnourished Children Below 5",2018-07-31,294200,FSNAU,https://m.reliefweb.int/report/2768609
19,Somalia,SOM,IDPs,2018-08-31,2600000,UNHCR,https://m.reliefweb.int/report/2821304
19,Somalia,SOM,"Total Internal Displacements (per year)",2018-11-30,858265,UNHCR,https://m.reliefweb.int/report/2906763
19,Somalia,SOM,"Total Internal Displacements (per month)",2018-11-30,26020,UNHCR,https://m.reliefweb.int/report/2906763
19,Somalia,SOM,"Internally Displaced due to Drought (per year)",2018-11-30,251371,UNHCR,https://m.reliefweb.int/report/2906763
19,Somalia,SOM,"Internally Displaced due to Drought (per month)",2018-11-30,15451,UNHCR,https://m.reliefweb.int/report/2906763
19,Somalia,SOM,"Internally Displaced due to Conflict/Insecurity (per year)",2018-11-30,309388,UNHCR,https://m.reliefweb.int/report/2906763
19,Somalia,SOM,"Internally Displaced due to Conflict/Insecurity (per month)",2018-11-30,9216,UNHCR,https://m.reliefweb.int/report/2906763
19,Somalia,SOM,"Internally Displaced due to Floods (per year)",2018-11-30,280770,UNHCR,https://m.reliefweb.int/report/2906763
19,Somalia,SOM,"Internally Displaced due to Floods (per month)",2018-10-31,53,UNHCR,https://m.reliefweb.int/report/2867983
19,Somalia,SOM,"Somali Refugees in the Horn of Africa & Yemen",2018-09-30,822343,UNHCR,https://m.reliefweb.int/report/2852678
19,Somalia,SOM,"Somali Refugee Returnees (since 2014)",2018-11-30,123399,UNHCR,https://m.reliefweb.int/report/2906763
19,Somalia,SOM,"Somali Refugee Returnees (per year)",2018-09-30,10897,UNHCR,https://m.reliefweb.int/report/2852398
19,Somalia,SOM,"Somali Refugee Returnees from Kenya (cumulative since 2014)",2018-11-30,82840,UNHCR,https://m.reliefweb.int/report/2906763
19,Somalia,SOM,"Somali Refugee Returnees from Kenya (per month)",2018-11-30,176,UNHCR,https://m.reliefweb.int/report/2906763
19,Somalia,SOM,"Somali Refugee Returnees from Kenya (per year)",2018-11-30,7543,UNHCR,https://m.reliefweb.int/report/2906763
19,Somalia,SOM,"Voluntary Assisted Returns from Dadaab (since Dec 2014)",2018-04-15,75744,UNHCR,https://m.reliefweb.int/report/2577664
19,Somalia,SOM,"Somali Refugee Returnees from Yemen (since 2015)",2018-11-30,39401,UNHCR,https://m.reliefweb.int/report/2906763
19,Somalia,SOM,"Somali Refugee Returnees from Yemen (per month)",2018-11-30,453,UNHCR,https://m.reliefweb.int/report/2906763
19,Somalia,SOM,"Somali Refugee Returnees from Yemen (per year)",2018-11-30,4411,UNHCR,https://m.reliefweb.int/report/2906763
19,Somalia,SOM,"Somali Refugees & Asylum-Seekers in Kenya",2018-09-30,256300,UNHCR,https://m.reliefweb.int/report/2852678
19,Somalia,SOM,"Somali Refugees & Asylum-Seekers in Ethiopia",2018-09-30,257283,UNHCR,https://m.reliefweb.int/report/2852678
19,Somalia,SOM,"Somali Refugees in Yemen",2018-09-30,257107,UNHCR,https://m.reliefweb.int/report/2852678
19,Somalia,SOM,"Somali Refugees Voluntary Repatriated from Yemen under the Assisted Spontaneous Return Programme (cumulative)",2018-06-30,2019,UNHCR,https://m.reliefweb.int/report/2708474
19,Somalia,SOM,"Somali Refugees & Asylum-Seekers in Uganda",2018-10-24,19180,UNHCR,https://m.reliefweb.int/report/2852683
19,Somalia,SOM,"Somali Refugees in Djibouti",2018-09-30,12345,UNHCR,https://m.reliefweb.int/report/2852678
19,Somalia,SOM,"Somali Refugees in Eritrea",2018-09-30,2115,UNHCR,https://m.reliefweb.int/report/2852678
19,Somalia,SOM,"Registered Refugees & Asylum-Seekers in Somalia",2018-11-30,32747,UNHCR,https://m.reliefweb.int/report/2902798
19,Somalia,SOM,"Refugee & Asylum-Seeker Arrivals in Somalia (per year)",2018-11-30,2267,UNHCR,https://m.reliefweb.int/report/2902798
19,Somalia,SOM,"Ethiopian Refugees & Asylum-Seekers in Somalia",2018-11-30,19861,UNHCR,https://m.reliefweb.int/report/2902798
19,Somalia,SOM,"Yemeni Refugees & Asylum-Seekers in Somalia",2018-11-30,12350,UNHCR,https://m.reliefweb.int/report/2902798
19,Somalia,SOM,"AWD/Cholera Cases (since Dec 2017)",2018-12-02,6637,WHO,https://m.reliefweb.int/report/2914833
19,Somalia,SOM,"AWD/Cholera Deaths (since Dec 2017)",2018-12-02,45,WHO,https://m.reliefweb.int/report/2914833
19,Somalia,SOM,"Measles Suspected Cases (cumulative)",2018-11-25,7929,UNICEF,https://m.reliefweb.int/report/2899318
19,Somalia,SOM,"KKA Incidents against Aid Workers (Killed, Kidnapped and Arrested per year)",2018-10-31,12,"Insecurity Insight",https://m.reliefweb.int/report/2879178
19,Somalia,SOM,"Aid Workers Killed (per year)",2018-10-31,5,"Insecurity Insight",https://m.reliefweb.int/report/2879178
19,Somalia,SOM,"Aid Workers Kidnapped (per year)",2018-10-31,6,"Insecurity Insight",https://m.reliefweb.int/report/2879178
19,Somalia,SOM,"Aid Workers Arrested (per year)",2018-10-31,1,"Insecurity Insight",https://m.reliefweb.int/report/2879178
19,Somalia,SOM,"People Received WFP Food Assistance (per month)",2018-09-30,2100000,WFP,https://m.reliefweb.int/report/2860123
19,Somalia,SOM,"New IDPs by Conflict (per year)",2017-12-31,388000,IDMC,https://m.reliefweb.int/report/2603634
19,Somalia,SOM,"New IDPs by Natural Disasters (per year)",2017-12-31,899000,IDMC,https://m.reliefweb.int/report/2603634
20,"South Sudan",SSD,"People in Need",2018-12-13,7100000,OCHA,https://m.reliefweb.int/report/2914168
20,"South Sudan",SSD,"People Targeted for Assistance",2018-12-13,5700000,OCHA,https://m.reliefweb.int/report/2914168
